Customer ID,Age,Location,Subscription Status,Previous Purchases,Frequency of Purchases,Avg_no_of_yearly_purchases,Aggregate,Depandancy_Score,aggval,Value,Satisfaction_flag,RFM_Score,Customer_Segment
1956,50,Maine,0,37,Monthly,12,0.160692119,58.22468814,0.160692119,46.73548021,Good,343,Loyal Customer
1957,70,Oklahoma,0,20,Fortnightly,28,-1.400610145,73.73537923,-1.400610145,60.40726078,Good,322,Promising
1958,68,South Carolina,0,26,Bi-Weekly,114,1.978465942,40.16609122,1.978465942,30.81786744,Good,533,Potential Loyalist
1959,39,Nevada,0,47,Quarterly,3,1.082406844,49.06795231,1.082406844,38.66434512,Average,153,At Risk
1960,46,Colorado,0,7,Every 3 Months,4,-0.689363036,66.66952501,-0.689363036,54.17911737,Average,215,About to Sleep
1961,57,Massachusetts,0,40,Annually,1,0.756717102,52.30350323,0.756717102,41.51629685,Average,144,At Risk
1962,47,Nevada,0,45,Quarterly,3,0.60614901,53.79931555,0.60614901,42.83476923,Average,153,At Risk
1963,40,Iowa,0,20,Fortnightly,28,-1.062805909,70.37947738,-1.062805909,57.44922664,Good,322,Promising
1964,52,Michigan,0,11,Weekly,57,-1.561897979,75.33768637,-1.561897979,61.81960221,Average,421,Potential Loyalist
1965,40,West Virginia,0,50,Monthly,12,0.849512857,51.38162774,0.849512857,40.70371671,Good,352,Loyal Customer
1966,67,Indiana,0,25,Quarterly,3,0.530604446,54.54980982,0.530604446,43.49628669,Good,135,At Risk
1967,67,Indiana,0,5,Fortnightly,28,0.010068583,59.72105126,0.010068583,48.05443809,Average,315,Need Attention
1968,37,Georgia,0,4,Annually,1,-1.355417895,73.28641874,-1.355417895,60.01152798,Average,114,Need Attention
1969,67,Minnesota,0,25,Weekly,57,1.096298387,48.92994736,1.096298387,38.54270171,Good,434,Potential Loyalist
1970,64,Louisiana,0,11,Fortnightly,28,-2.234778983,82.02239415,-2.234778983,67.711787,Average,321,Promising
1971,28,Maryland,0,4,Bi-Weekly,114,2.144497546,38.5166573,2.144497546,29.36398647,Average,515,Recent Customer
1972,54,Pennsylvania,0,1,Monthly,12,-3.471561941,94.30916197,-3.471561941,78.54186495,Average,311,Lost
1973,54,Louisiana,0,48,Every 3 Months,4,-0.342370521,63.22234258,-0.342370521,51.14062467,Average,251,Need Attention
1974,24,Maryland,0,9,Every 3 Months,4,-3.506696505,94.6582048,-3.506696505,78.8495261,Good,211,About to Sleep
1975,27,Tennessee,0,2,Fortnightly,28,-2.35111382,83.17811765,-2.35111382,68.73049068,Good,312,Need Attention
1976,53,Illinois,0,4,Quarterly,3,-1.472090216,74.44549496,-1.472090216,61.03318689,Average,114,Need Attention
1977,32,Wyoming,0,43,Fortnightly,28,0.782763644,52.04474496,0.782763644,41.28821634,Average,352,Loyal Customer
1978,24,Florida,0,32,Annually,1,-0.768284469,67.45356663,-0.768284469,54.87020489,Average,142,Need Attention
1979,45,Massachusetts,0,1,Quarterly,3,-1.637545083,76.08919932,-1.637545083,62.48201758,Average,114,Need Attention
1980,49,Tennessee,0,38,Fortnightly,28,2.421229537,35.76747507,2.421229537,26.94074072,Average,345,Loyal Customer
1981,51,Iowa,0,25,Fortnightly,28,1.352379033,46.38592506,1.352379033,36.30029262,Good,335,Promising
1982,69,Michigan,0,42,Quarterly,3,1.749685558,42.43890024,1.749685558,32.82121764,Good,155,At Risk
1983,41,Kansas,0,32,Monthly,12,0.701294244,52.85409926,0.701294244,42.00161553,Average,344,Loyal Customer
1984,59,Georgia,0,21,Quarterly,3,0.549275957,54.36431848,0.549275957,43.33278677,Average,135,At Risk
1985,26,West Virginia,0,26,Fortnightly,28,-0.098513231,60.79975269,-0.098513231,49.00525125,Average,333,Promising
1986,23,Tennessee,0,6,Fortnightly,28,0.163746441,58.1943451,0.163746441,46.70873457,Average,315,Need Attention
1987,62,Arkansas,0,14,Quarterly,3,-2.004362582,79.7333322,-2.004362582,65.69411076,Average,122,Hibernating
1988,69,Vermont,0,4,Quarterly,3,-3.75226881,97.09783245,-3.75226881,80.99991731,Average,111,Hibernating
1989,46,Virginia,0,26,Weekly,57,1.545554952,44.46682708,1.545554952,34.60871832,Average,434,Potential Loyalist
1990,35,Maryland,0,39,Bi-Weekly,114,2.371707974,36.25944494,2.371707974,27.37438382,Good,542,Loyal Customer
1991,32,Connecticut,0,15,Annually,1,-0.002765693,59.84855283,-0.002765693,48.16682338,Average,125,Need Attention
1992,46,Missouri,0,1,Every 3 Months,4,-3.680481131,96.3846608,-3.680481131,80.37129759,Average,211,About to Sleep
1993,33,New Jersey,0,28,Monthly,12,1.311123168,46.79577969,1.311123168,36.66155587,Good,335,Promising
1994,32,Arkansas,0,17,Weekly,57,1.640347763,43.52511192,1.640347763,33.77865066,Good,425,Potential Loyalist
1995,33,Nevada,0,24,Weekly,57,0.85816947,51.29562898,0.85816947,40.62791377,Average,433,Potential Loyalist
1996,67,Missouri,0,29,Quarterly,3,0.385256347,55.99376434,0.385256347,44.76904941,Average,134,At Risk
1997,67,South Dakota,0,18,Every 3 Months,4,-2.588076608,85.53221441,-2.588076608,70.80549135,Average,221,About to Sleep
1998,42,Connecticut,0,10,Bi-Weekly,114,-0.353703198,63.33492658,-0.353703198,51.23986098,Good,511,Recent Customer
1999,20,Vermont,0,19,Quarterly,3,-1.784905176,77.55314191,-1.784905176,63.77239863,Average,122,Hibernating
2000,39,Tennessee,0,26,Monthly,12,0.792639804,51.94663067,0.792639804,41.20173425,Good,335,Promising
2001,26,California,0,25,Bi-Weekly,114,0.769149846,52.17999067,0.769149846,41.40742764,Average,531,Potential Loyalist
2002,51,Wyoming,0,2,Fortnightly,28,-0.408739462,63.88168201,-0.408739462,51.72179439,Average,315,Need Attention
2003,31,New York,0,19,Every 3 Months,4,-0.914279687,68.90394993,-0.914279687,56.14863421,Average,223,About to Sleep
2004,68,Maine,0,32,Quarterly,3,0.255132507,57.2864741,0.255132507,45.90849859,Average,144,At Risk
2005,44,Georgia,0,13,Bi-Weekly,114,1.754126028,42.39478658,1.754126028,32.782334,Average,524,Potential Loyalist
2006,18,Tennessee,0,30,Fortnightly,28,1.191806673,47.98112435,1.191806673,37.70636889,Average,334,Promising
2007,58,New Mexico,0,2,Annually,1,-0.818263021,67.95007643,-0.818263021,55.30784968,Good,115,Need Attention
2008,26,Virginia,0,8,Quarterly,3,-3.390910555,93.5079342,-3.390910555,77.83562883,Average,111,Hibernating
2009,57,Florida,0,27,Every 3 Months,4,-1.078299297,70.53339578,-1.078299297,57.58489685,Poor,232,Need Attention
2010,37,Alabama,0,26,Bi-Weekly,114,3.87861477,21.28914332,3.87861477,14.17892542,Average,535,Potential Loyalist
2011,24,Texas,0,3,Bi-Weekly,114,-1.007192909,69.82699238,-1.007192909,56.96224296,Good,511,Recent Customer
2012,57,West Virginia,0,4,Monthly,12,-0.519222125,64.97926734,-0.519222125,52.68925262,Average,315,Need Attention
2013,48,Nevada,0,5,Fortnightly,28,-1.763403657,77.33953598,-1.763403657,63.58411731,Average,313,Need Attention
2014,39,Virginia,0,25,Quarterly,3,-0.313906144,62.93956444,-0.313906144,50.89137203,Good,134,At Risk
2015,51,Wisconsin,0,47,Bi-Weekly,114,2.249913893,37.46940307,2.249913893,28.4408922,Average,551,Loyal Customer
2016,57,Virginia,0,8,Fortnightly,28,-0.331182904,63.11119968,-0.331182904,51.0426586,Good,314,Need Attention
2017,53,Maine,0,20,Fortnightly,28,-0.97835485,69.54050191,-0.97835485,56.70971811,Average,322,Promising
2018,70,Massachusetts,0,42,Every 3 Months,4,-0.715505785,66.92923903,-0.715505785,54.40804032,Good,251,Need Attention
2019,60,Arkansas,0,20,Weekly,57,1.89025369,41.0424321,1.89025369,31.59031143,Good,425,Potential Loyalist
2020,31,Idaho,0,23,Fortnightly,28,0.116061667,58.66806746,0.116061667,47.12629354,Good,333,Promising
2021,41,Pennsylvania,0,26,Quarterly,3,-2.229279233,81.96775712,-2.229279233,67.6636276,Good,131,Lost
2022,62,Maine,0,48,Quarterly,3,-0.284034361,62.64280447,-0.284034361,50.62979522,Good,151,Need Attention
2023,59,Alabama,0,16,Bi-Weekly,114,0.61058948,53.75520189,0.61058948,42.79588558,Good,522,Potential Loyalist
2024,46,Idaho,0,28,Bi-Weekly,114,2.708076953,32.91780159,2.708076953,24.42891773,Good,533,Potential Loyalist
2025,62,Arkansas,0,39,Weekly,57,0.080873685,59.01764098,0.080873685,47.43442245,Average,441,Loyal Customer
2026,42,Delaware,0,43,Fortnightly,28,-0.146198005,61.27347505,-0.146198005,49.42281022,Average,351,Loyal Customer
2027,37,Maine,0,45,Every 3 Months,4,-0.3811488,63.60758375,-0.3811488,51.48019256,Average,251,Need Attention
2028,50,Nebraska,0,50,Every 3 Months,4,1.569555317,44.22839647,1.569555317,34.39855548,Good,254,At Risk
2029,29,Ohio,0,10,Bi-Weekly,114,2.137603044,38.58515043,2.137603044,29.42435922,Average,514,Recent Customer
2030,25,Montana,0,40,Quarterly,3,-1.260104048,72.33952736,-1.260104048,59.17689778,Good,141,Need Attention
2031,66,New Mexico,0,38,Monthly,12,0.694399742,52.9225924,0.694399742,42.06198828,Average,343,Loyal Customer
2032,21,North Carolina,0,2,Monthly,12,-2.473373493,84.39270118,-2.473373493,69.80107609,Good,312,Need Attention
2033,46,South Carolina,0,13,Annually,1,-2.632525533,85.97379038,-2.632525533,71.19471512,Good,122,Hibernating
2034,57,Illinois,0,33,Annually,1,-0.445704493,64.24890954,-0.445704493,52.0454843,Average,143,At Risk
2035,61,Alabama,0,27,Monthly,12,-1.629439639,76.00867612,-1.629439639,62.41104102,Average,331,Promising
2036,53,Oklahoma,0,43,Weekly,57,2.342380769,36.55079482,2.342380769,27.63119195,Good,454,Champion
2037,37,Minnesota,0,46,Weekly,57,2.254482459,37.42401685,2.254482459,28.40088686,Average,453,Loyal Customer
2038,39,Illinois,0,7,Bi-Weekly,114,2.056599236,39.38987933,2.056599236,30.13368138,Good,515,Recent Customer
2039,53,Arkansas,0,35,Fortnightly,28,1.031234314,49.57632364,1.031234314,39.11244516,Good,344,Loyal Customer
2040,35,Minnesota,0,31,Bi-Weekly,114,2.197923348,37.98590093,2.197923348,28.89615531,Average,542,Loyal Customer
2041,69,South Carolina,0,42,Quarterly,3,-1.037199391,70.12509051,-1.037199391,57.22499927,Average,151,Need Attention
2042,66,New York,0,14,Bi-Weekly,114,0.218782705,57.64758968,0.218782705,46.22680116,Average,521,Potential Loyalist
2043,19,Alabama,0,35,Monthly,12,-0.146663598,61.27810046,-0.146663598,49.42688725,Good,343,Loyal Customer
2044,47,New York,0,49,Weekly,57,1.19539697,47.9454567,1.19539697,37.67492991,Average,451,Loyal Customer
2045,49,Missouri,0,17,Fortnightly,28,-0.299299127,62.79445165,-0.299299127,50.76346346,Average,323,Promising
2046,31,Georgia,0,26,Quarterly,3,-2.355955822,83.22622031,-2.355955822,68.7728904,Good,131,Lost
2047,39,Oklahoma,0,30,Every 3 Months,4,-1.546227373,75.18200739,-1.546227373,61.68238017,Average,231,Need Attention
2048,58,Connecticut,0,32,Annually,1,0.625158005,53.6104715,0.625158005,42.66831408,Average,144,At Risk
2049,45,Michigan,0,35,Quarterly,3,0.125008668,58.57918386,0.125008668,47.04794776,Average,143,At Risk
2050,68,Rhode Island,0,15,Annually,1,-3.00077829,89.63218176,-3.00077829,74.41937635,Average,121,Hibernating
2051,35,Mississippi,0,10,Annually,1,-0.306674159,62.86771859,-0.306674159,50.82804405,Average,115,Need Attention
2052,65,Massachusetts,0,14,Monthly,12,0.173045864,58.10196038,0.173045864,46.62730276,Average,325,Promising
2053,45,New Hampshire,0,30,Annually,1,-0.948963597,69.24851575,-0.948963597,56.45234913,Average,132,Need Attention
2054,19,Wyoming,0,16,Fortnightly,28,-0.706330162,66.83808419,-0.706330162,54.32769258,Good,323,Promising
2055,65,New Jersey,0,14,Annually,1,-1.718788144,76.89630505,-1.718788144,63.19343479,Average,123,Need Attention
2056,28,Texas,0,28,Weekly,57,-0.258365808,62.38780133,-0.258365808,50.40502464,Average,431,Potential Loyalist
2057,55,Minnesota,0,29,Monthly,12,-0.815377568,67.92141103,-0.815377568,55.28258277,Good,332,Promising
2058,66,South Dakota,0,5,Every 3 Months,4,-3.065769699,90.27783616,-3.065769699,74.9884835,Good,212,About to Sleep
2059,29,Washington,0,17,Quarterly,3,0.314594291,56.69575354,0.314594291,45.38781245,Average,125,Need Attention
2060,56,California,0,50,Weekly,57,1.982457771,40.12643457,1.982457771,30.78291238,Average,452,Loyal Customer
2061,21,Wisconsin,0,23,Quarterly,3,-0.747938449,67.25143995,-0.747938449,54.69204187,Average,133,At Risk
2062,32,Michigan,0,22,Annually,1,-0.573816339,65.52163124,-0.573816339,53.16731515,Average,134,At Risk
2063,54,South Carolina,0,15,Quarterly,3,-1.301752841,72.75328553,-1.301752841,59.54160177,Average,123,Need Attention
2064,61,Indiana,0,32,Monthly,12,1.081324009,49.07870968,1.081324009,38.67382713,Average,345,Loyal Customer
2065,31,Arkansas,0,5,Monthly,12,-0.238867679,62.19409799,-0.238867679,50.2342863,Good,315,Need Attention
2066,27,Oregon,0,6,Bi-Weekly,114,0.002772549,59.7935334,0.002772549,48.11832692,Average,512,Recent Customer
2067,64,Illinois,0,44,Fortnightly,28,2.583237154,34.15801728,2.583237154,25.5220964,Good,355,Loyal Customer
2068,60,Maryland,0,23,Fortnightly,28,-1.868538221,78.38399084,-1.868538221,64.50474409,Average,331,Promising
2069,70,Vermont,0,44,Monthly,12,1.700917949,42.92337998,1.700917949,33.24825862,Average,354,Loyal Customer
2070,36,Texas,0,3,Quarterly,3,-1.330189367,73.035787,-1.330189367,59.79061054,Average,114,Need Attention
2071,56,Nebraska,0,14,Monthly,12,-0.080307313,60.61888676,-0.080307313,48.84582836,Average,325,Promising
2072,69,South Carolina,0,37,Quarterly,3,1.783581329,42.10216414,1.783581329,32.52440417,Good,145,At Risk
2073,39,Massachusetts,0,22,Weekly,57,0.719715872,52.67109038,0.719715872,41.84030374,Average,433,Potential Loyalist
2074,38,Texas,0,2,Every 3 Months,4,-3.78015645,97.37488102,-3.78015645,81.24411967,Average,211,About to Sleep
2075,36,Florida,0,44,Fortnightly,28,0.936441502,50.5180388,0.936441502,39.94251282,Average,353,Loyal Customer
2076,46,South Carolina,0,49,Monthly,12,-0.190901121,61.71757625,-0.190901121,49.81425984,Good,351,Loyal Customer
2077,59,Florida,0,22,Bi-Weekly,114,0.392567331,55.92113368,0.392567331,44.70502967,Good,531,Potential Loyalist
2078,64,Nebraska,0,26,Annually,1,-1.817028206,77.87226678,-1.817028206,64.05368882,Average,131,Lost
2079,49,Hawaii,0,40,Weekly,57,0.952385545,50.35964339,0.952385545,39.80289639,Average,442,Loyal Customer
2080,32,Montana,0,16,Quarterly,3,-2.879321693,88.42557635,-2.879321693,73.3558232,Average,121,Hibernating
2081,29,South Dakota,0,17,Bi-Weekly,114,1.059846044,49.29208162,1.059846044,38.86190219,Average,522,Potential Loyalist
2082,24,Alabama,0,48,Bi-Weekly,114,4.514868228,14.96831034,4.514868228,8.607475317,Good,554,Champion
2083,41,Arkansas,0,28,Every 3 Months,4,0.722174212,52.6466681,0.722174212,41.81877691,Average,235,At Risk
2084,41,Mississippi,0,26,Fortnightly,28,-0.056287702,60.38026496,-0.056287702,48.63549698,Average,333,Promising
2085,32,Vermont,0,43,Quarterly,3,1.945588946,40.49270635,1.945588946,31.10575985,Good,155,At Risk
2086,69,New York,0,38,Weekly,57,1.109510654,48.79869066,1.109510654,38.42700649,Good,442,Loyal Customer
2087,65,North Dakota,0,36,Every 3 Months,4,1.275988604,47.14482253,1.275988604,36.96921702,Good,245,At Risk
2088,54,Wisconsin,0,1,Weekly,57,0.321591332,56.62624173,0.321591332,45.32654179,Good,415,Recent Customer
2089,39,California,0,49,Annually,1,2.097592294,38.98263553,2.097592294,29.77471943,Good,155,At Risk
2090,37,Maryland,0,41,Every 3 Months,4,0.270905654,57.12977645,0.270905654,45.77037863,Average,253,At Risk
2091,51,Massachusetts,0,21,Monthly,12,-0.313553722,62.93606332,-0.313553722,50.88828599,Average,334,Promising
2092,26,Washington,0,24,Quarterly,3,0.756956354,52.30112639,0.756956354,41.5142018,Average,135,At Risk
2093,42,Minnesota,0,27,Weekly,57,0.179113747,58.04167925,0.179113747,46.57416842,Average,432,Potential Loyalist
2094,21,Washington,0,4,Annually,1,-0.9331626,69.09154142,-0.9331626,56.31398531,Good,115,Need Attention
2095,53,South Carolina,0,19,Annually,1,-2.681645564,86.46177124,-2.681645564,71.62484213,Average,121,Hibernating
2096,36,New Mexico,0,1,Fortnightly,28,-1.618055558,75.89558145,-1.618055558,62.31135459,Good,313,Need Attention
2097,21,North Carolina,0,27,Annually,1,-0.987741875,69.63375692,-0.987741875,56.79191703,Good,133,At Risk
2098,33,Iowa,0,5,Weekly,57,-1.428326889,74.01073004,-1.428326889,60.64996666,Average,412,Recent Customer
2099,49,Louisiana,0,20,Quarterly,3,-2.433512379,83.99670264,-2.433512379,69.45202618,Average,121,Hibernating
2100,31,Oklahoma,0,50,Annually,1,1.702338269,42.90926988,1.702338269,33.23582138,Average,154,At Risk
2101,68,Michigan,0,36,Fortnightly,28,-0.546334539,65.24861446,-0.546334539,52.92666659,Good,341,Loyal Customer
2102,49,Oregon,0,12,Bi-Weekly,114,-0.299700659,62.79844065,-0.299700659,50.76697954,Average,521,Potential Loyalist
2103,23,Idaho,0,23,Monthly,12,-2.117474482,80.85703756,-2.117474482,66.68459231,Good,331,Promising
2104,30,Indiana,0,21,Weekly,57,1.494999664,44.96906645,1.494999664,35.05141339,Average,435,Potential Loyalist
2105,53,New Mexico,0,47,Weekly,57,3.379347496,26.24909287,3.379347496,18.55083519,Average,455,Champion
2106,65,South Carolina,0,38,Bi-Weekly,114,2.006902468,39.88358976,2.006902468,30.56885867,Good,541,Loyal Customer
2107,60,Vermont,0,40,Every 3 Months,4,-0.769508324,67.46572496,-0.769508324,54.88092176,Good,241,Need Attention
2108,46,Delaware,0,35,Quarterly,3,0.589489493,53.96481882,0.589489493,42.98065083,Average,144,At Risk
2109,54,North Dakota,0,4,Quarterly,3,-2.781081631,87.44961463,-2.781081631,72.49556917,Good,112,Hibernating
2110,59,California,0,28,Every 3 Months,4,-1.7269065,76.97695652,-1.7269065,63.26452441,Average,231,Need Attention
2111,52,Montana,0,36,Every 3 Months,4,1.444890722,45.4668716,1.444890722,35.49019995,Average,245,At Risk
2112,41,Missouri,0,15,Annually,1,-0.425020989,64.04343015,-0.425020989,51.86436605,Average,125,Need Attention
2113,43,Tennessee,0,7,Fortnightly,28,-0.991567116,69.67175861,-0.991567116,56.82541333,Good,313,Need Attention
2114,63,Virginia,0,29,Every 3 Months,4,-1.277649935,72.51383624,-1.277649935,59.33054102,Average,232,Need Attention
2115,37,Vermont,0,12,Annually,1,-2.068369389,80.3692051,-2.068369389,66.2545961,Average,122,Hibernating
2116,44,Rhode Island,0,16,Bi-Weekly,114,2.595189367,34.03927852,2.595189367,25.41743503,Average,525,Potential Loyalist
2117,67,Kansas,0,50,Bi-Weekly,114,2.330917702,36.66467417,2.330917702,27.73157004,Average,551,Loyal Customer
2118,27,Colorado,0,11,Annually,1,-3.108783367,90.70515362,-3.108783367,75.36513923,Average,121,Hibernating
2119,60,Georgia,0,28,Quarterly,3,-1.204089515,71.78305337,-1.204089515,58.68639802,Good,132,Need Attention
2120,58,Nebraska,0,36,Bi-Weekly,114,2.79741052,32.03032106,2.79741052,23.64665477,Average,543,Loyal Customer
2121,53,Missouri,0,38,Quarterly,3,1.768357069,42.25340891,1.768357069,32.65771772,Average,145,At Risk
2122,43,Alaska,0,32,Monthly,12,0.321264478,56.62948885,0.321264478,45.32940394,Average,343,Loyal Customer
2123,32,Virginia,0,42,Weekly,57,0.837485966,51.50110838,0.837485966,40.80903202,Good,452,Loyal Customer
2124,54,Nebraska,0,22,Bi-Weekly,114,2.419392748,35.78572258,2.419392748,26.95682485,Average,534,Potential Loyalist
2125,47,Rhode Island,0,22,Quarterly,3,-0.943841836,69.19763385,-0.943841836,56.40749966,Good,133,At Risk
2126,57,New Hampshire,0,31,Quarterly,3,0.819288651,51.68188883,0.819288651,40.96837957,Good,145,At Risk
2127,63,Alabama,0,28,Monthly,12,-1.222408604,71.96504357,-1.222408604,58.8468119,Good,332,Promising
2128,70,North Carolina,0,40,Weekly,57,1.079062134,49.10118019,1.079062134,38.69363359,Good,442,Loyal Customer
2129,62,New Mexico,0,21,Weekly,57,-0.151795988,61.32908797,-0.151795988,49.4718298,Average,432,Potential Loyalist
2130,40,Minnesota,0,12,Every 3 Months,4,-1.736671516,77.07396665,-1.736671516,63.35003325,Average,223,About to Sleep
2131,25,Arizona,0,33,Annually,1,0.103227391,58.79556904,0.103227391,47.23867883,Average,143,At Risk
2132,19,Montana,0,9,Fortnightly,28,-1.528721991,75.00810092,-1.528721991,61.52909163,Average,313,Need Attention
2133,25,Vermont,0,15,Weekly,57,1.1218644,48.6759629,1.1218644,38.31882904,Good,425,Potential Loyalist
2134,21,Maine,0,13,Annually,1,-2.716976592,86.81276584,-2.716976592,71.93422365,Average,121,Hibernating
2135,55,Virginia,0,35,Fortnightly,28,-0.193306043,61.74146785,-0.193306043,49.83531891,Average,342,Loyal Customer
